gender,Occupation,Work,Rest,Sleep,Exercise,Lifespan
Female,Technician,0.02,22.4,0.17,1.41,61
Female,Artist,4.98,9.69,8.66,0.67,87
Female,Freelancer,6.45,8.66,6.59,2.3,90
Female,Freelancer,10.94,2.47,8.18,2.4,82
Female,Teacher,6.88,7.59,7.61,1.92,87
Female,Office Worker,8.87,5.78,8.01,1.34,92
Male,Engineer,8.26,4.64,10.14,0.96,64
Male,Scientist,10.21,6.34,6.54,0.91,71
Male,Healthcare Worker,22.18,0.78,1.04,0.0,25
Female,Scientist,9.97,4.82,6.96,2.25,75
Male,Retail Worker,7.06,6.97,8.67,1.3,77
Female,Entrepreneur,23.77,0.0,0.35,0.0,25
Female,Driver,10.97,2.62,7.83,2.59,99
Male,Driver,9.44,3.79,8.26,2.5,67
Female,Artist,7.5,6.71,8.6,1.19,86
Female,Healthcare Worker,10.23,4.35,6.88,2.54,69
Female,Engineer,8.9,1.0,11.1,3.0,78
Female,Teacher,8.49,8.66,6.06,0.8,74
Female,Consultant,6.64,10.86,6.25,0.25,96
Female,Teacher,7.07,9.07,6.54,1.32,100
Male,Scientist,8.93,3.97,9.58,1.52,79
Female,Retail Worker,9.25,7.37,6.6,0.78,77
Female,Teacher,18.9,3.18,1.91,0.0,61
Female,Manager,8.36,4.53,9.16,1.95,79
Female,Healthcare Worker,10.7,2.09,8.57,2.64,73
Male,Retail Worker,7.64,5.71,9.81,0.85,76
Female,Entrepreneur,15.18,1.0,5.57,2.24,60
Male,Scientist,10.67,6.04,6.59,0.7,77
Male,Entrepreneur,13.94,1.0,6.06,3.0,60
Female,Scientist,7.14,6.03,8.19,2.65,91
Male,Teacher,6.59,9.37,5.04,3.0,100
Female,Manager,11.5,4.09,7.95,0.46,88
Female,Retail Worker,8.74,6.92,6.14,2.2,97
Male,Technician,8.36,8.91,6.06,0.67,66
Female,Freelancer,8.68,5.96,8.3,1.07,81
Male,Office Worker,7.86,2.69,10.45,3.0,87
Female,Retail Worker,6.58,8.66,6.96,1.8,100
Female,Manager,12.16,5.47,4.98,1.39,82
Male,Entrepreneur,12.48,2.99,7.62,0.91,71
Male,Retail Worker,8.8,6.92,7.03,1.25,83
Male,Retail Worker,7.01,9.16,6.89,0.94,92
Female,Consultant,8.33,5.69,9.65,0.33,81
Female,Manager,10.8,4.27,7.5,1.43,83
Male,Engineer,9.99,6.2,7.42,0.39,86
Female,Manager,10.85,6.06,7.09,0.0,76
Male,Engineer,9.81,1.25,11.76,1.19,69
Female,Freelancer,11.01,4.39,7.3,1.29,91
Male,Engineer,8.28,4.45,8.73,2.55,86
Female,Engineer,7.28,10.11,5.35,1.26,87
Female,Consultant,9.09,6.61,5.8,2.5,86
Female,Technician,8.39,8.37,6.86,0.38,84
Female,Entrepreneur,20.64,2.83,0.53,0.0,35
Male,Teacher,7.79,8.52,6.49,1.21,99
Female,Consultant,8.41,6.05,7.62,1.92,85
Female,Retail Worker,9.41,5.94,5.64,3.0,91
Male,Manager,9.21,5.17,8.68,0.93,57
Female,Healthcare Worker,11.71,6.22,5.21,0.87,81
Female,Healthcare Worker,9.42,4.02,8.38,2.18,73
Male,Office Worker,7.7,8.62,6.57,1.1,85
Female,Healthcare Worker,9.27,1.96,10.36,2.42,92
Female,Manager,13.19,3.5,5.67,1.64,84
Female,Manager,12.57,4.12,5.21,2.1,67
Female,Scientist,10.67,6.14,7.19,0.0,82
Male,Technician,9.3,5.33,7.39,1.99,92
Female,Entrepreneur,10.58,7.04,3.38,3.0,78
Male,Retail Worker,21.35,1.36,1.29,0.0,36
Female,Driver,11.92,4.36,6.21,1.51,87
Female,Technician,8.45,5.47,8.68,1.4,76
Female,Manager,10.29,1.58,9.3,2.84,89
Female,Manual Laborer,9.33,2.88,8.79,3.0,72
Female,Driver,9.2,3.72,8.3,2.78,98
Female,Freelancer,9.89,6.44,6.53,1.14,60
Female,Manual Laborer,11.88,1.0,9.58,1.54,78
Female,Office Worker,9.57,5.67,8.01,0.74,80
Female,Artist,6.45,5.63,9.93,1.99,77
Female,Manual Laborer,10.3,5.72,7.16,0.82,62
Female,Healthcare Worker,8.74,6.38,8.54,0.34,90
Male,Office Worker,7.87,8.58,7.2,0.34,82
Female,Freelancer,5.68,11.1,6.65,0.57,98
Male,Consultant,8.97,2.85,9.18,3.0,62
Male,Engineer,7.45,4.58,10.01,1.96,99
Male,Teacher,7.33,7.6,6.07,3.0,73
Male,Driver,9.71,4.55,6.77,2.97,83
Female,Manager,13.42,2.31,7.5,0.77,67
Male,Freelancer,11.32,6.38,6.23,0.07,80
Male,Teacher,7.95,10.47,5.57,0.0,79
Female,Engineer,8.01,5.78,7.9,2.3,83
Female,Freelancer,6.02,7.32,9.74,0.92,88
Female,Freelancer,8.94,7.08,6.58,1.4,90
Female,Artist,4.28,11.04,8.68,0.0,99
Female,Manual Laborer,11.94,1.79,8.66,1.62,66
Male,Manager,11.34,4.94,7.28,0.44,68
Female,Scientist,8.75,8.42,6.43,0.4,94
Female,Driver,10.91,2.18,8.6,2.32,73
Female,Scientist,8.8,6.48,7.51,1.21,81
Male,Retail Worker,6.89,7.49,7.93,1.69,84
Male,Retail Worker,8.56,3.87,8.81,2.76,77
Female,Driver,10.87,2.51,10.38,0.24,70
Male,Manager,9.27,5.51,6.53,2.69,84
Male,Driver,1.31,18.95,2.58,1.16,79
Female,Technician,7.93,5.32,9.06,1.69,85
Male,Teacher,8.01,4.87,8.98,2.14,65
Female,Retail Worker,6.61,8.25,8.14,1.01,80
Female,Entrepreneur,12.87,4.25,5.0,1.88,73
Male,Office Worker,9.05,8.39,5.81,0.75,83
Female,Office Worker,8.3,8.3,6.16,1.24,93
Female,Artist,5.16,7.38,8.96,2.5,98
Female,Retail Worker,6.31,10.09,5.19,2.41,89
Female,Teacher,8.77,6.37,7.14,1.72,87
Female,Driver,9.32,4.68,7.91,2.1,92
Female,Healthcare Worker,22.14,0.86,1.0,0.0,32
Male,Teacher,7.99,6.58,7.59,1.84,84
Female,Scientist,7.15,6.96,8.2,1.68,96
Male,Scientist,10.42,5.22,7.45,0.91,64
Female,Office Worker,8.97,5.49,7.21,2.33,85
Female,Freelancer,5.89,7.02,9.39,1.7,89
Female,Artist,4.03,12.35,5.56,2.05,100
Female,Entrepreneur,11.68,3.48,6.76,2.08,86
Female,Manual Laborer,10.33,9.44,4.12,0.12,76
Male,Freelancer,7.67,5.52,7.84,2.98,82
Male,Freelancer,11.77,2.0,8.04,2.19,64
Male,Consultant,8.52,11.05,4.43,0.0,76
Female,Freelancer,5.51,9.43,7.21,1.84,88
Male,Freelancer,9.93,5.14,7.26,1.68,80
Female,Retail Worker,7.03,5.63,8.76,2.58,86
Female,Scientist,7.2,9.06,6.88,0.87,82
Female,Freelancer,10.98,3.83,7.34,1.86,87
Male,Teacher,8.45,7.09,7.57,0.89,82
Female,Entrepreneur,15.47,1.0,4.89,2.64,68
Male,Artist,4.19,10.99,6.02,2.79,84
Female,Teacher,6.79,8.43,7.96,0.82,81
Male,Consultant,6.3,6.02,8.68,3.0,90
Female,Freelancer,6.82,7.11,9.04,1.03,82
Female,Manual Laborer,8.69,5.68,8.76,0.88,85
Female,Artist,7.75,5.98,7.47,2.81,87
Female,Healthcare Worker,10.68,3.41,7.01,2.89,89
Male,Office Worker,8.57,9.02,5.26,1.15,61
Male,Scientist,8.79,8.94,6.04,0.24,73
Female,Manual Laborer,11.27,3.04,8.1,1.59,77
Female,Engineer,8.1,7.29,7.03,1.58,79
Female,Retail Worker,9.68,5.97,7.33,1.02,83
Male,Manual Laborer,10.63,3.39,7.5,2.49,74
Male,Engineer,7.83,6.84,8.31,1.02,86
Male,Technician,9.77,5.99,7.83,0.4,91
Male,Engineer,9.39,5.81,8.25,0.55,72
Female,Driver,10.51,7.56,5.37,0.55,96
Male,Entrepreneur,12.71,2.03,7.15,2.11,87
Female,Retail Worker,6.89,9.27,7.09,0.75,89
Male,Driver,8.52,8.64,5.27,1.57,70
Female,Consultant,8.48,4.7,8.32,2.5,77
Female,Manager,9.21,6.73,8.05,0.0,91
Female,Manager,9.22,7.3,5.31,2.17,86
Female,Scientist,10.36,5.92,6.2,1.52,87
Female,Manual Laborer,11.0,1.79,9.74,1.47,88
Male,Freelancer,6.31,9.43,7.17,1.09,83
Female,Retail Worker,9.13,5.87,8.23,0.76,75
Female,Artist,9.68,6.78,7.54,0.0,91
Male,Scientist,10.9,7.73,4.95,0.41,79
Male,Engineer,8.1,6.98,7.08,1.85,85
Male,Entrepreneur,13.35,3.57,4.55,2.53,83
Male,Artist,6.82,10.03,7.15,0.0,68
Female,Manager,12.27,3.52,6.35,1.86,82
Female,Retail Worker,6.59,7.36,7.63,2.42,91
Female,Scientist,8.39,5.62,6.99,3.0,83
Male,Engineer,7.06,9.28,6.81,0.86,89
Female,Manager,11.5,5.25,6.44,0.82,80
Female,Entrepreneur,13.33,3.12,5.12,2.43,73
Male,Artist,5.7,7.71,8.45,2.14,90
Female,Teacher,7.02,7.21,8.86,0.91,100
Male,Driver,8.64,6.99,6.49,1.88,76
Female,Artist,9.83,5.54,6.92,1.72,84
Male,Teacher,6.76,6.87,10.14,0.23,71
Male,Scientist,9.5,10.03,4.22,0.24,80
Female,Manual Laborer,11.72,5.3,6.98,0.0,73
Male,Driver,11.48,4.48,7.09,0.95,73
Female,Office Worker,8.32,4.98,9.1,1.59,90
Female,Artist,7.22,8.45,6.53,1.8,100
Female,Healthcare Worker,11.46,4.59,6.44,1.51,78
Male,Scientist,7.8,11.44,3.51,1.25,89
Male,Manual Laborer,10.97,2.81,10.22,0.0,55
Male,Entrepreneur,15.62,2.19,4.61,1.59,67
Female,Healthcare Worker,10.56,6.66,6.3,0.48,83
Female,Manager,21.91,2.01,0.08,0.0,25
Male,Retail Worker,8.48,7.5,5.84,2.19,85
Male,Teacher,6.86,6.89,9.4,0.85,96
Female,Artist,9.87,5.82,8.31,0.0,91
Male,Artist,9.53,4.21,8.99,1.28,88
Male,Entrepreneur,15.37,1.0,4.73,2.89,79
Male,Consultant,10.57,1.0,9.43,3.0,73
Male,Driver,11.58,6.24,4.46,1.71,78
Male,Engineer,8.23,8.66,6.27,0.85,100
Male,Healthcare Worker,8.73,6.44,6.15,2.68,70
Female,Entrepreneur,14.74,1.0,6.64,1.62,79
Male,Manual Laborer,10.86,2.79,9.6,0.75,66
Male,Manager,13.28,1.0,7.72,2.0,82
Female,Consultant,9.49,5.02,7.32,2.17,76
Male,Manual Laborer,8.11,9.75,6.08,0.06,69
Female,Manager,8.08,5.75,7.45,2.71,84
Female,Technician,7.29,6.58,9.36,0.78,77
Male,Artist,4.53,14.61,4.86,0.0,76
Male,Technician,8.09,8.25,7.45,0.21,90
Male,Consultant,11.96,1.5,7.75,2.78,90
Male,Teacher,6.12,10.51,7.16,0.2,100
Male,Artist,6.29,6.3,11.33,0.08,67
Male,Engineer,9.36,4.82,7.72,2.1,71
Male,Healthcare Worker,11.77,3.79,5.45,3.0,95
Female,Scientist,9.34,8.08,5.87,0.71,86
Female,Manual Laborer,21.78,2.06,0.16,0.0,31
Female,Scientist,9.98,4.36,6.67,3.0,89
Female,Teacher,8.21,7.99,7.8,0.0,94
Female,Technician,7.73,8.65,5.54,2.07,89
Female,Manager,8.44,5.83,7.47,2.26,84
Female,Teacher,6.27,9.41,6.29,2.03,94
Male,Freelancer,2.74,1.55,19.57,0.14,49
Female,Office Worker,7.55,6.18,8.44,1.84,75
Male,Freelancer,9.75,5.94,7.19,1.12,80
Male,Freelancer,7.45,6.62,7.44,2.48,89
Male,Entrepreneur,0.1,22.85,0.07,0.98,53
Female,Manager,10.9,3.7,9.15,0.24,77
Female,Driver,10.81,5.99,7.2,0.0,78
Male,Healthcare Worker,11.85,1.0,8.46,2.69,65
Male,Technician,8.34,3.29,9.37,3.0,79
Female,Teacher,7.85,7.9,7.33,0.92,95
Male,Scientist,21.82,0.56,1.62,0.0,40
Male,Retail Worker,8.84,5.71,8.23,1.22,76
Female,Teacher,8.06,8.87,7.05,0.02,83
Male,Driver,10.1,5.3,7.2,1.4,74
Male,Freelancer,11.15,2.9,7.46,2.5,73
Female,Consultant,8.97,7.7,7.26,0.08,84
Female,Entrepreneur,10.47,2.16,8.84,2.53,84
Female,Manual Laborer,9.96,7.39,4.57,2.08,76
Male,Manager,12.39,1.65,7.75,2.22,70
Female,Teacher,7.02,4.67,9.31,3.0,82
Female,Driver,10.57,2.7,8.02,2.72,97
Male,Teacher,7.71,9.89,5.65,0.75,78
Male,Manual Laborer,9.26,6.92,7.82,0.0,90
Male,Freelancer,5.97,10.12,6.99,0.92,92
Male,Office Worker,9.86,5.6,5.72,2.82,83
Female,Retail Worker,6.67,6.65,9.31,1.37,85
Male,Entrepreneur,10.17,8.4,5.38,0.05,91
Male,Scientist,10.62,3.81,8.82,0.75,71
Male,Manager,13.57,1.0,7.83,1.6,69
Female,Entrepreneur,12.05,3.88,7.5,0.56,74
Male,Healthcare Worker,10.42,4.08,8.62,0.88,78
Female,Healthcare Worker,11.99,3.27,7.88,0.87,67
Female,Manager,9.67,5.08,6.39,2.86,95
Male,Engineer,8.52,6.68,8.77,0.02,86
Female,Engineer,8.4,5.56,9.02,1.03,80
Male,Retail Worker,6.09,10.69,6.16,1.06,90
Male,Freelancer,7.21,10.25,5.51,1.02,87
Male,Engineer,8.16,7.18,8.33,0.33,96
Male,Engineer,7.9,6.33,6.77,3.0,87
Male,Teacher,6.39,7.91,7.72,1.98,100
Male,Entrepreneur,10.55,3.61,7.87,1.97,75
Male,Manual Laborer,11.58,4.28,7.22,0.91,77
Female,Healthcare Worker,11.74,3.46,7.23,1.57,48
Female,Engineer,7.21,9.82,6.55,0.42,99
Female,Office Worker,9.26,8.34,6.4,0.0,84
Female,Consultant,7.32,8.34,8.12,0.21,92
Female,Consultant,8.58,10.79,4.11,0.52,100
Male,Technician,9.8,6.01,8.19,0.0,70
Male,Manual Laborer,10.33,4.59,7.15,1.94,63
Male,Driver,11.43,3.28,9.28,0.0,71
Male,Freelancer,6.42,7.86,8.72,1.01,87
Male,Retail Worker,6.98,8.6,6.11,2.31,85
Male,Manager,12.71,2.11,6.25,2.92,85
Male,Technician,8.32,7.6,6.55,1.52,77
Male,Teacher,7.47,6.85,9.34,0.34,84
Female,Engineer,8.09,4.42,8.5,3.0,85
Male,Freelancer,6.33,9.36,5.94,2.37,93
Male,Freelancer,6.08,5.86,11.99,0.07,61
Female,Healthcare Worker,11.58,4.11,5.31,3.0,73
Male,Scientist,7.58,7.0,6.77,2.65,80
Female,Technician,7.01,10.15,5.04,1.8,83
Female,Freelancer,5.62,12.44,5.94,0.0,79
Male,Freelancer,8.11,10.11,4.39,1.39,72
Male,Healthcare Worker,10.8,1.59,10.07,1.54,69
Female,Scientist,7.87,5.64,8.24,2.24,87
Female,Teacher,7.61,8.2,6.68,1.5,70
Male,Retail Worker,8.45,7.44,6.95,1.16,82
Female,Manual Laborer,9.98,3.27,9.11,1.64,75
Female,Manager,12.2,2.99,7.38,1.43,100
Female,Retail Worker,6.47,6.85,9.49,1.19,85
Female,Consultant,6.5,10.41,6.85,0.25,83
Female,Manual Laborer,10.16,2.73,9.36,1.76,73
Female,Manual Laborer,8.55,4.26,9.83,1.35,70
Female,Teacher,6.61,6.41,9.62,1.35,82
Male,Retail Worker,18.85,3.76,1.39,0.0,32
Male,Teacher,8.54,3.9,11.33,0.22,70
Male,Driver,8.49,6.33,8.52,0.66,76
Female,Office Worker,9.08,5.55,8.95,0.42,67
Female,Healthcare Worker,10.39,1.59,9.61,2.42,91
Female,Scientist,7.86,6.46,8.62,1.07,88
Male,Consultant,10.6,3.92,8.85,0.63,74
Male,Retail Worker,6.03,9.26,6.56,2.15,77
Male,Consultant,8.66,5.13,7.99,2.22,83
Male,Freelancer,10.77,5.99,7.25,0.0,65
Female,Engineer,9.13,1.96,10.75,2.16,74
Male,Engineer,8.99,6.31,6.41,2.29,76
Female,Freelancer,10.88,1.64,9.25,2.24,87
Female,Engineer,9.57,6.28,8.03,0.12,86
Female,Manual Laborer,8.23,6.03,9.68,0.06,72
Female,Retail Worker,6.67,4.81,10.77,1.76,73
Male,Engineer,9.1,5.78,7.31,1.81,90
Female,Teacher,7.6,7.7,7.26,1.45,84
Male,Teacher,7.69,6.67,9.34,0.29,85
Male,Teacher,8.34,7.15,6.99,1.52,93
Female,Engineer,8.53,5.35,9.3,0.82,76
Female,Office Worker,7.92,8.77,7.08,0.23,89
Female,Scientist,0.26,22.97,0.37,0.4,60
Male,Entrepreneur,10.96,3.46,8.44,1.14,80
Male,Office Worker,8.56,5.75,7.32,2.38,87
Male,Retail Worker,9.16,4.79,7.05,3.0,93
Female,Scientist,10.22,3.27,8.64,1.86,80
Female,Engineer,8.36,9.6,4.7,1.34,92
Male,Artist,8.74,3.28,9.76,2.22,80
Male,Scientist,7.24,6.23,8.51,2.03,91
Male,Driver,11.75,4.33,4.93,3.0,73
Male,Office Worker,8.94,3.47,9.27,2.32,81
Female,Manual Laborer,10.55,5.19,6.58,1.68,88
Male,Consultant,10.24,5.37,5.49,2.9,76
Female,Teacher,6.86,7.47,7.61,2.06,88
Male,Engineer,9.69,3.49,7.96,2.87,84
Female,Retail Worker,9.42,3.64,8.93,2.01,87
Female,Consultant,11.5,5.36,5.45,1.69,76
Male,Teacher,7.05,10.57,4.4,1.97,80
Male,Manual Laborer,11.96,1.01,9.23,1.79,68
Male,Driver,11.66,2.53,7.56,2.25,80
Female,Artist,6.43,9.0,6.74,1.83,88
Female,Scientist,9.73,2.43,9.98,1.86,69
Female,Teacher,8.0,6.92,7.11,1.97,88
Male,Healthcare Worker,9.63,7.8,6.17,0.39,73
Female,Consultant,11.49,4.14,8.19,0.17,85
Male,Technician,9.13,5.76,7.79,1.33,75
Female,Freelancer,9.36,5.62,8.69,0.33,84
Male,Healthcare Worker,9.39,5.1,7.56,1.95,85
Male,Technician,9.96,8.66,5.38,0.0,67
Male,Office Worker,7.75,9.26,6.33,0.66,95
Female,Entrepreneur,16.0,1.0,5.38,1.63,74
Female,Artist,7.16,8.26,6.02,2.55,99
Female,Consultant,7.34,9.4,7.07,0.2,93
Female,Artist,7.0,8.61,5.92,2.47,82
Female,Healthcare Worker,10.47,6.6,5.56,1.37,74
Male,Scientist,9.58,2.79,8.67,2.96,88
Male,Freelancer,8.67,9.05,6.19,0.08,86
Male,Driver,8.63,6.55,8.41,0.41,84
Female,Scientist,9.88,5.37,6.87,1.88,76
Female,Manual Laborer,10.62,4.67,6.66,2.05,92
Male,Freelancer,5.46,12.53,5.33,0.68,80
Male,Manager,12.86,2.51,7.26,1.37,81
Male,Healthcare Worker,11.44,3.8,6.32,2.44,70
Female,Healthcare Worker,11.72,2.98,7.23,2.07,100
Male,Consultant,10.01,3.6,7.85,2.54,83
Female,Consultant,6.94,7.01,7.05,3.0,92
Female,Freelancer,10.1,5.03,8.21,0.66,79
Male,Engineer,8.71,5.9,7.9,1.5,87
Female,Entrepreneur,10.29,3.03,8.76,1.92,75
Female,Healthcare Worker,10.22,4.7,7.75,1.33,69
Female,Freelancer,6.27,4.64,10.36,2.73,75
Male,Technician,9.15,4.72,9.07,1.05,86
Female,Entrepreneur,23.87,0.0,0.44,0.0,32
Male,Freelancer,6.34,5.58,9.42,2.66,73
Female,Consultant,10.85,1.33,9.8,2.02,70
Male,Scientist,21.52,0.88,1.6,0.0,25
Male,Freelancer,5.03,13.13,4.36,1.48,87
Female,Technician,9.41,7.6,6.53,0.47,84
Female,Artist,4.6,9.73,7.93,1.74,85
Male,Retail Worker,7.57,7.03,9.4,0.0,71
Male,Engineer,7.06,6.24,10.18,0.52,71
Female,Manual Laborer,10.18,2.44,8.51,2.87,73
Female,Artist,7.27,5.29,8.44,3.0,99
Female,Driver,10.22,3.83,9.25,0.69,79
Male,Technician,7.23,6.64,7.13,3.0,92
Female,Freelancer,10.17,1.23,11.07,1.52,72
Male,Scientist,10.74,3.49,6.77,3.0,84
Male,Manual Laborer,10.41,4.85,7.73,1.01,79
Female,Manager,10.74,4.56,6.3,2.4,95
Male,Consultant,9.22,4.8,7.53,2.44,87
Male,Manual Laborer,11.33,2.5,8.75,1.42,74
Male,Healthcare Worker,9.57,4.6,9.6,0.22,74
Female,Office Worker,7.61,7.87,6.94,1.58,89
Female,Healthcare Worker,10.86,3.7,8.15,1.29,77
Female,Freelancer,8.44,3.64,8.93,3.0,85
Male,Manager,8.45,3.52,9.03,3.0,81
Female,Driver,11.0,7.72,5.28,0.0,84
Female,Office Worker,9.52,5.37,6.11,3.0,87
Male,Engineer,9.71,9.87,4.37,0.04,73
Female,Freelancer,8.17,7.29,7.64,0.89,85
Male,Healthcare Worker,11.48,2.11,9.42,0.98,75
Male,Driver,8.34,6.25,8.7,0.7,82
Male,Consultant,8.47,2.6,10.45,2.48,73
Female,Driver,11.46,4.52,7.0,1.01,79
Male,Artist,6.2,6.96,9.57,1.27,77
Male,Engineer,7.32,9.47,5.92,1.3,82
Female,Office Worker,8.38,7.68,7.95,0.0,82
Male,Consultant,9.15,4.09,7.76,3.0,100
Female,Artist,7.66,7.67,6.57,2.1,85
Male,Office Worker,7.95,6.7,6.43,2.91,85
Female,Technician,9.76,5.72,6.35,2.18,91
Male,Artist,4.41,9.76,8.29,1.54,85
Male,Scientist,9.72,5.41,7.68,1.18,73
Female,Entrepreneur,13.53,1.0,6.94,2.53,71
Male,Scientist,10.77,7.98,4.55,0.7,73
Male,Engineer,9.98,4.15,8.57,1.29,66
Female,Manager,10.62,4.68,7.3,1.4,82
Male,Freelancer,6.23,8.68,7.25,1.84,76
Male,Manual Laborer,8.17,6.35,7.88,1.6,84
Male,Manager,9.74,5.59,7.18,1.48,76
Female,Manual Laborer,11.85,5.33,5.93,0.89,65
Female,Manual Laborer,8.06,6.24,7.42,2.28,82
Male,Manager,13.38,2.92,4.79,2.91,83
Male,Consultant,8.79,8.03,7.15,0.03,82
Male,Office Worker,7.98,7.03,6.72,2.26,82
Male,Freelancer,5.15,11.81,6.26,0.78,74
Male,Scientist,8.56,9.23,5.36,0.85,79
Female,Driver,10.82,5.34,6.33,1.51,79
Female,Manager,11.36,3.64,7.01,1.99,88
Female,Driver,11.47,2.53,8.06,1.93,80
Male,Office Worker,9.34,5.55,7.61,1.5,81
Male,Freelancer,11.95,6.18,4.52,1.35,72
Female,Office Worker,8.93,5.68,8.85,0.54,87
Male,Artist,8.84,9.18,5.57,0.41,86
Male,Healthcare Worker,11.72,6.83,5.41,0.04,68
Male,Teacher,22.78,0.89,0.33,0.0,25
Male,Teacher,6.98,11.26,5.76,0.0,81
Male,Retail Worker,21.61,0.96,1.43,0.0,30
Male,Manager,13.17,3.12,6.39,1.32,80
Male,Freelancer,10.27,2.73,8.0,3.0,81
Female,Teacher,7.42,9.91,5.61,1.07,89
Female,Entrepreneur,14.46,1.0,7.01,1.53,68
Male,Healthcare Worker,9.52,6.05,6.48,1.96,77
Male,Technician,9.08,10.36,4.42,0.14,71
Female,Engineer,9.72,4.9,9.35,0.03,68
Female,Office Worker,8.76,6.23,6.87,2.14,76
Female,Artist,4.4,11.82,5.86,1.92,81
Male,Technician,20.59,2.98,0.43,0.0,33
Male,Office Worker,8.73,8.79,6.47,0.0,75
Female,Technician,7.24,4.43,9.33,3.0,87
Male,Scientist,9.51,4.08,7.41,3.0,81
Female,Consultant,11.53,1.18,8.29,3.0,96
Female,Teacher,8.61,5.92,6.68,2.79,92
Male,Consultant,8.96,6.17,8.87,0.0,81
Male,Retail Worker,10.0,2.33,9.65,2.03,85
Female,Entrepreneur,10.8,4.96,6.38,1.86,89
Male,Manager,8.28,7.28,7.32,1.12,93
Female,Teacher,8.96,6.93,8.04,0.08,87
Female,Entrepreneur,15.63,1.0,6.28,1.09,81
Female,Scientist,8.04,6.75,7.28,1.92,93
Male,Driver,9.39,4.42,9.06,1.13,97
Female,Entrepreneur,15.55,1.0,4.45,3.0,66
Female,Office Worker,8.78,5.23,8.02,1.97,84
Male,Consultant,8.01,6.86,6.23,2.89,93
Male,Artist,8.93,3.66,10.0,1.4,65
Male,Manager,9.45,5.18,9.09,0.27,72
Female,Technician,8.44,7.97,6.36,1.22,75
Female,Consultant,7.5,7.61,7.58,1.31,85
Male,Manager,12.47,1.0,7.69,2.84,82
Female,Technician,7.35,7.53,8.72,0.4,100
Female,Artist,9.21,6.46,7.43,0.9,84
Male,Artist,8.57,4.55,10.56,0.32,80
Female,Manager,13.14,2.38,8.08,0.4,75
Female,Teacher,8.76,3.56,10.58,1.09,88
Male,Manual Laborer,11.12,5.63,6.31,0.94,74
Female,Healthcare Worker,10.07,5.29,7.84,0.79,88
Female,Retail Worker,6.94,7.58,7.5,1.98,92
Female,Office Worker,8.2,3.06,9.75,3.0,84
Male,Office Worker,7.24,7.33,7.62,1.81,91
Female,Freelancer,10.68,1.37,8.95,3.0,80
Female,Manual Laborer,11.36,2.32,8.1,2.21,66
Male,Consultant,7.3,11.43,3.56,1.71,84
Female,Retail Worker,9.23,5.68,8.47,0.62,79
Male,Freelancer,5.19,6.06,11.8,0.95,73
Female,Consultant,10.29,4.83,7.44,1.45,79
Male,Artist,5.98,7.36,8.67,1.99,81
Male,Retail Worker,7.45,7.94,5.74,2.87,80
Male,Freelancer,11.53,1.0,9.86,1.61,64
Female,Retail Worker,8.13,4.0,9.59,2.28,80
Female,Driver,11.14,3.34,7.92,1.59,74
Male,Retail Worker,8.32,6.09,7.25,2.33,100
Female,Healthcare Worker,10.1,2.47,10.28,1.14,78
Female,Manual Laborer,10.57,4.54,8.54,0.34,74
Female,Technician,7.47,5.85,7.78,2.89,89
Male,Engineer,7.51,5.05,9.15,2.29,62
Male,Scientist,9.86,5.07,9.07,0.0,81
Female,Entrepreneur,14.96,1.17,7.81,0.06,81
Female,Freelancer,8.59,7.77,6.02,1.62,82
Male,Consultant,8.67,6.7,7.59,1.04,75
Female,Healthcare Worker,2.14,2.3,19.4,0.16,53
Female,Healthcare Worker,8.44,5.85,7.16,2.55,71
Female,Consultant,6.68,8.34,6.78,2.2,96
Female,Retail Worker,9.78,5.31,8.75,0.16,80
Female,Entrepreneur,10.21,5.68,5.21,2.9,100
Male,Consultant,9.47,5.97,7.54,1.01,80
Male,Healthcare Worker,9.61,4.08,7.6,2.71,83
Male,Teacher,6.39,12.23,3.68,1.7,77
Female,Driver,9.97,2.27,9.9,1.86,88
Male,Manual Laborer,8.22,5.19,7.91,2.68,79
Male,Teacher,6.87,9.02,6.5,1.61,88
Female,Engineer,7.86,9.03,6.02,1.09,80
Female,Entrepreneur,10.42,4.1,8.99,0.5,67
Male,Entrepreneur,13.73,5.44,4.75,0.07,65
Male,Retail Worker,0.4,22.24,0.25,1.1,63
Male,Office Worker,8.37,6.64,7.99,1.0,80
Male,Office Worker,8.4,9.41,6.18,0.0,82
Male,Healthcare Worker,9.34,7.08,5.74,1.84,75
Male,Artist,9.88,3.02,9.09,2.0,72
Female,Technician,9.53,2.76,8.72,3.0,83
Male,Retail Worker,6.7,11.0,6.3,0.0,71
Male,Office Worker,7.92,8.8,6.07,1.2,83
Male,Engineer,8.18,10.66,5.16,0.0,93
Female,Consultant,11.2,2.49,10.32,0.0,77
Male,Engineer,9.87,2.48,10.46,1.19,80
Male,Retail Worker,9.33,4.76,9.18,0.73,64
Male,Teacher,8.99,6.5,7.18,1.33,86
Female,Healthcare Worker,11.41,3.77,8.54,0.28,84
Female,Retail Worker,9.42,5.54,6.88,2.16,95
Male,Artist,8.31,6.96,7.89,0.84,74
Female,Office Worker,8.79,9.39,5.83,0.0,72
Male,Scientist,7.22,9.26,5.83,1.69,88
Female,Scientist,9.13,6.45,7.93,0.49,83
Female,Freelancer,7.67,5.71,7.88,2.73,100
Female,Technician,2.82,3.42,17.39,0.37,53
